,MedInc
9217,1.2794
18661,2.5172
18528,3.2437
4517,1.8224
18007,5.0
7525,1.7158
18091,7.0813
3289,2.1094
7030,4.0357
10800,6.5928
15140,5.1185
19222,5.0415
12553,0.9948
1619,6.6657
7390,2.1078
7085,4.8523
2579,3.5156
11996,4.2263
20578,2.8542
19628,3.3824
12883,3.0417
8192,4.1687
20287,2.6667
11973,1.4719
5614,2.7308
20351,3.0119
11439,6.8939
133,6.8976
12270,2.5357
16968,4.0726
5861,5.6975
10872,4.3899
1173,1.8661
717,2.8322
14260,1.3194
12925,3.712
1796,1.7257
1717,4.0437
10470,5.132999999999999
6276,4.2266
9704,5.2285
7654,3.5518
2271,3.5542
5762,3.7083
15423,2.8214
1127,1.8245
11192,3.0179
17090,3.1864
2105,1.8641
6180,3.5536
10031,2.7813
19310,4.4437
15294,2.478
12461,3.9167
12287,2.7788
10124,6.2452
12916,4.0833
3320,1.6833
12760,1.8176
11186,6.3214
18919,4.6776
5302,7.0674
8439,3.0132
19110,3.0769
7818,5.0753
6132,2.9107
17341,2.0508
7287,2.0357
15960,4.0234
17369,3.285
8883,7.8705
17472,6.2987
12129,4.1953
9166,4.2037
2814,2.8393
19088,3.7969
6172,3.3977
790,3.8
17155,7.4542
5831,6.9909
4453,3.1146
16641,1.7031
10404,6.5143
15778,1.4554
14676,2.15
10194,4.5774
2175,2.9315
9508,3.3667
1578,8.2673
7805,3.6875
15404,4.0776
13238,7.7234
4275,2.1866
13129,1.8846
10277,5.8243
18399,5.4218
9494,3.184
6062,6.8758
5238,1.3
17351,3.5288
1700,6.0666
15865,4.4074
9517,2.0074
3373,3.5568
6611,5.9009
6403,3.9464
11610,6.6264
19707,4.3833
544,2.9732
12153,3.58
17358,3.9871
17367,2.7188
4314,1.9911
9485,3.3431
13918,4.3021
14218,3.5664
6844,2.4599
12950,2.8973
18017,1.8542
9630,1.7062
12490,2.1691
5775,4.3438
11047,5.4298
12494,1.2041
1254,2.5556
18595,4.125
15959,4.5
6588,6.3794
9012,5.8735
4581,1.7199
3988,4.925
6477,3.7066
7627,6.5799
4487,1.6667
11412,6.9261
1102,2.4028
2559,1.75
19512,1.7104
9885,3.512
18401,6.0889
4260,1.5429
17471,7.1687
788,3.9063
20514,1.642
12168,1.972
20400,4.9234
8591,5.0299
10977,4.5461
12319,3.0208
7376,1.6065
19651,3.1042
4337,2.8971
624,3.375
5051,2.5568
13932,3.3672
4681,5.5871
9143,4.5769
4087,3.0398
13731,2.6129
5463,2.1471
2778,1.2132
19595,2.151
7096,3.9575
11641,8.6123
11977,4.4063
17270,4.3214
1655,9.0243
11842,3.5417
10317,10.1299
4000,6.7977
10669,7.9367
12090,2.9542
2280,2.256
10060,3.9537
20025,1.7756
1809,5.0187
15017,4.7941
11108,3.875
2385,3.5074
5159,1.8472
7487,1.9026
19800,0.4999
15945,3.7105
7764,4.7813
8118,2.0579
18765,2.875
6807,4.2833
18190,4.1847
18821,1.875
15256,6.6319
3465,4.2708
3377,2.4727
568,4.5213
17106,9.8892
12712,2.0432
17143,4.0
1879,4.6
1989,1.975
13438,3.6025
17869,5.0808
4921,1.5781
1381,5.76
10468,4.9821
10878,3.89
3554,3.2564
18410,4.3438
16921,3.4333
7604,2.2121
3595,5.2939
4450,1.9375
11870,3.3462
15902,3.4073
15153,8.4721
12391,3.3639
10685,5.5137
3147,4.0581
15432,2.0625
8578,9.0812
2835,3.5714
393,4.0875
2911,3.6548
11521,10.5424
9497,3.3654
14798,2.1773
8042,3.6447
15921,4.0
3295,1.6607
17932,3.1667
19161,4.3278
8745,6.5861
19147,7.226
6499,2.9688
19849,4.3281
8947,6.3521
20397,5.0855
6518,2.2559
14641,4.5987
17104,7.7932
12333,1.8
19189,3.2415
6558,6.827000000000001
11143,3.1884
16134,3.6148
3647,2.7714
20274,3.748
13988,3.099
12633,2.735
15738,1.8438
12591,6.6112
6465,4.1488
7404,2.1389
19786,1.7393
8771,3.9408
5339,2.6528
4332,2.7543
6637,2.575
7174,2.7432
8953,3.9615
18958,2.7885
2503,1.3386
16853,4.8295
18956,2.8438
14289,2.6604
13467,4.9196
2114,1.3278
885,3.168
7026,3.3621
8744,4.7062
3673,3.695
5292,10.3467
18389,8.3065
16333,4.918
4851,2.7125
4071,8.8115
8837,2.945
6681,3.5568
17842,5.6651
15335,2.2882
6639,1.1667
2226,8.3608
7715,5.2485
12307,2.9141
14029,2.6181
16504,2.3924
11244,3.5268
15739,1.077
8886,3.8571
11194,2.5564
12003,3.5525
117,3.0897
1735,4.6937
19082,2.7727
5193,2.5
9574,3.5393
3202,5.2134
252,4.0904
12335,4.0729
15071,3.8667
7729,3.5227
9272,5.3755
2355,6.0132
5004,3.3906
18966,2.5896
19159,4.221
578,4.635
11312,4.1917
1704,3.375
3789,2.2756
9488,2.5875
4012,4.1656
13846,3.375
2272,2.4167
15380,5.5395
15483,2.3062
16592,2.9955
555,2.3882
7936,2.8095
18021,5.4683
15310,3.209
301,3.9063
6895,5.2446
8476,3.6625
3937,4.0313
15210,5.1909
16582,5.0443
10783,3.6406
5080,1.6611
10303,6.0829
2252,3.8571
11358,3.1773
6186,3.7083
20072,1.6021
18273,8.2266
16483,3.5774
11310,3.7303
18818,2.3625
15173,7.0913
11290,4.3906
20143,2.0682
19075,2.652
805,3.8259
19605,1.9728
16979,4.7344
18466,6.8773
8254,2.6786
12464,3.9271
5885,3.692
18518,6.7974
2437,2.6974
2258,3.3272
589,3.7222
17223,4.7
180,2.5238
17356,4.8359
19065,2.364
18426,3.9461
17340,2.2791
2235,1.7926
5073,3.5982
3710,2.4306
18550,3.5938
16575,3.1333
9632,2.7316
16235,2.625
6634,6.07
19474,4.3851
17510,3.0139
8120,1.6384
3667,4.775
3354,3.5962
11548,5.5599
14587,3.375
8563,3.6389
8986,4.6277
17438,3.7778
419,6.381
7273,2.4107
18394,5.0292
3224,2.9936
15433,2.7961
2849,3.1297
9516,2.631
10422,4.5476
8756,5.1778
7973,3.225
10444,3.9875
6124,2.1667
11067,3.3627
8703,6.2778
19976,3.125
6443,2.9422
7114,3.2222
17072,2.7399
9579,2.4012
11382,3.0417
4636,1.5553
14924,4.2204
13095,2.0901
6246,3.1667
20596,2.6964
10495,4.0167
10150,5.4716
13386,3.7973
12881,4.2743
13336,3.0598
11325,3.7734
1961,2.9
9685,3.9818
8861,6.2344
4651,4.125
13019,3.4506
1389,5.6875
15587,3.875
4514,2.07
8831,3.0156
3542,9.6047
16217,2.7656
15974,4.2727
4741,2.5806
11757,4.7941
2012,4.35
4162,2.286
7680,4.0774
12298,5.5
15246,6.8443
14625,4.5481
12984,4.8523
18115,6.7123
6416,3.5878
6486,2.4464
16955,6.0
13102,4.3879
1231,2.2604
6296,3.2799
18894,4.0938
19525,1.1875
5464,2.3417
1559,6.7857
15444,4.2361
3440,1.4867
18785,3.3315
16127,3.9688
13717,2.6536
2847,3.6875
8801,6.3064
18049,4.6654
746,3.1115
7695,4.3882
7052,3.2371
11166,3.1538
15175,6.8099
11234,4.7667
13443,2.7569
8951,2.125
8006,4.6429
8426,2.75
2309,4.1098
14294,2.4821
1695,5.8418
5654,2.7451
1891,3.3295
4797,3.25
13329,4.6563
15466,3.75
4290,1.7641
1794,3.2875
8589,7.3356
16385,3.75
6458,3.0854
13917,3.125
18424,4.1926
18050,7.598
11517,8.8281
17213,6.3997
13275,2.6582
16146,3.1392
10935,4.7679
5168,1.5
17609,5.1765
14274,1.875
19551,1.9206
2473,1.7176
2004,2.1094
19315,4.6705
19885,2.6065
12894,4.6
15704,4.2042
15841,3.2632
10611,5.7858
16358,1.9698
19109,3.0139
13789,3.599
13930,1.7062
2926,1.2157
4842,0.7473
19244,3.055
18246,4.8036
14646,4.1368
9462,2.7857
14378,4.8684
8467,2.6689
5084,1.4042
15454,2.7644
18621,4.8
16016,8.0069
3792,3.6128
9091,3.0441
17876,4.8145
3962,4.1181
3544,6.0137
14207,2.2866
11756,6.0302
807,4.7109
2691,1.9911
17469,6.0256
17020,5.4322
10227,3.0465
3588,4.125
11708,4.1316
6114,3.1597
224,3.4861
18482,3.625
13963,3.9688
7575,3.4485
727,4.0417
10021,2.125
3411,4.4818
9869,2.2007
18872,5.2957
5798,3.3636
4690,4.7019
20153,3.2026
16539,1.7228
2316,4.5398
17888,3.1812
15649,3.5066
9924,5.0
14806,3.25
2902,1.1875
2919,2.1818
13924,1.4936
10200,3.9375
6709,1.625
19357,3.025
18598,5.0165
16847,3.8214
7053,3.875
16386,3.4107
11332,4.6167
20148,3.5541
2212,2.5595
5835,4.3631
12313,6.2702
20026,3.1625
9291,4.1289
19944,2.7060000000000004
14118,3.8864
13486,3.7286
20256,3.1103
718,2.5156
290,4.375
17697,3.9009
14655,2.5368
13742,10.8634
1020,3.8523
11530,1.4617
3470,3.0526
19015,3.7388
11291,4.7731
803,3.5541
5204,3.3836
15698,14.2959
2927,1.056
6948,2.8152
9390,3.8839
5769,2.8342
12957,3.8776
15152,10.6186
8261,4.0968
18624,5.1121
726,4.38
8766,5.7361
15453,5.6605
13261,4.3438
883,4.8052
14788,2.3194
16472,4.2448
2442,1.5833
3864,3.2386
10426,4.7237
6264,3.7258
12425,1.6557
9145,4.542
6840,2.025
8415,2.182
16256,2.5536
9363,5.5385
7412,3.153
5300,1.5830000000000002
11125,2.9583
18564,3.1062
12800,2.4205
16323,1.3531
12463,3.7731
3209,3.0139
20406,7.001
2819,3.0625
14599,3.1146
4122,2.3958
18981,4.9103
11595,7.1221
1754,3.7277
42,1.025
13575,2.425
2219,7.4201
18893,3.2664
16443,2.3917
14935,4.9792
13623,0.8658
9525,4.425
14375,6.5319
1914,1.875
20548,1.3942
6340,3.253
14171,2.965
15627,4.775
18985,2.5681
901,5.4299
5108,1.747
431,3.8897
2502,1.4038
20322,2.5714
602,2.9861
1420,2.8043
5902,4.0223
1761,3.9417
9071,2.5278
14980,2.9810000000000003
1443,5.0915
533,3.7708
18618,5.6233
871,6.0824
154,8.1564
6650,2.8125
254,2.4338
18253,2.7279
4775,1.975
5088,0.9809
12769,2.0224
3183,2.1038
1998,1.5227
6152,3.2266
14131,1.7391
690,2.9922
9738,3.2937
12241,1.942
19382,3.825
7774,0.9946
8588,6.3434
19716,3.8611
18186,3.8732
5666,3.1932
11509,4.537
19902,1.9138
4380,3.7847
9662,2.5074
6341,5.4155
1077,3.0625
14519,4.0
18826,1.7639
5684,3.7282
9720,4.6125
13902,2.8929
12172,2.6322
9127,3.0101
8774,5.9541
18202,4.7685
11599,6.6312
9050,2.415
4740,3.0956
14179,3.7891
3140,5.0553
16191,1.3191
3231,2.625
13273,6.148
5757,6.884
8242,1.4565
15015,2.9624
14918,5.1538
15783,3.4671
8383,2.5504
17597,5.8415
2124,3.8088
15857,4.0042
17644,6.8088
9230,3.8952
8485,3.7969
20469,4.556
6439,4.625
4702,2.4722
3023,2.8323
18329,6.767
7593,1.9605
17102,4.3214
11645,5.6846
19712,5.234
1757,3.7708
10987,5.021
2704,3.5282
3737,3.4013
13919,1.3571
4642,1.8214
9617,1.7222
12573,2.9737
10284,6.5755
10525,4.1379
17124,3.7312
12449,1.6395
5349,7.8164
98,1.2185
1576,4.9018
10390,4.3542
8127,5.1806
18558,4.2045
6734,6.3013
4838,2.0673
1024,3.15
581,5.4834
20628,2.5952
17455,3.87
4615,2.4348
14853,2.81
19752,2.3517
9176,6.8299
2662,2.087
3062,2.6726
13098,4.3658
425,4.2813
4634,1.8829
2188,1.8299
6425,3.5481
10331,6.7274
19917,4.0221
7696,5.752000000000001
6591,15.0001
13697,2.809
7716,2.7317
17870,4.8304
15679,3.2235
4953,2.0417
5114,2.8299
14636,3.1304
14864,2.7218
7831,2.809
2088,1.5273
5864,3.24
5710,3.4148
18887,3.0507
16350,3.428
4484,2.2961
1080,1.6797
2034,1.6325
14701,3.9828
8922,1.5132
5772,3.0199
13727,2.5643
4985,1.6892
8003,5.0106
2277,4.25
5940,2.2442
947,5.347
13682,2.5625
18431,6.4339
13863,2.9934
1992,1.5833
2087,1.0
6525,3.2132
7903,6.5513
15285,4.0585
10701,3.6484
14872,3.0729
12604,1.3646
19461,6.4788
3721,3.0221
17710,4.825
16824,5.155
10119,4.7813
2174,2.0446
20150,2.4185
18262,6.8374
3910,2.8701
4680,4.1618
12721,7.3343
1917,3.7625
18634,5.2486
7109,3.9861
13785,2.7028
11242,4.025
20086,2.517
8492,3.4
6729,9.1373
14150,2.6452
5570,3.59
2570,2.9143
8941,4.0
16088,3.2059
6385,3.6705
14670,2.9576
10518,6.379
5363,6.626
14612,3.2661
10476,5.4622
11542,5.7157
1159,2.4821
13851,2.0243
15343,3.8958
12521,1.8911
18013,4.0174
20335,8.9063
9123,4.5266
12982,3.0733
17740,4.9097
1492,4.2569
5337,3.287
14732,5.4544
13143,2.8616
9905,2.9054
11428,5.7117
4168,4.3812
11449,6.2473
18435,5.5849
3220,4.0909
9941,4.2955
12670,3.5227
7985,2.5068
3446,3.2284
10351,3.929
8517,4.2813
4109,6.5533
12451,3.1917
6687,3.375
12922,3.95
5058,3.6629
12687,1.725
13933,2.7663
9526,1.7813
5667,3.4474
8528,5.372999999999999
18040,4.6065
19630,1.6445
11603,6.1142
18215,4.8625
9467,3.5
18793,4.5357
7949,5.084
2899,1.9125
20297,2.725
16832,4.3542
4629,2.2708
4982,2.0809
335,1.8438
2783,2.1212
20281,4.6186
5127,1.8047
12025,3.0687
15853,5.3292
12357,2.25
1054,3.0068
17250,1.2762
9294,3.9519
15080,2.4367
1636,10.9405
6932,3.2031
16147,4.0208
9678,5.01
19442,1.125
18749,2.6488
12070,5.3006
561,5.75
12987,4.6488
4926,2.2813
4847,1.4712
3239,3.2847
4558,5.3081
18554,2.5865
19555,3.4703
14921,3.0365
20157,5.308
18462,4.747
9156,6.1082
5329,2.6509
17800,7.2861
5433,3.0833
9306,7.3521
14911,3.2633
19373,3.7031
16364,3.9792
8866,3.3295
10699,3.2845
11360,3.3846
1521,5.0391
13635,2.375
16330,3.1827
3687,2.9028
13946,4.9716
10186,4.4784
9538,3.2721
14746,4.0089
10946,3.0083
3107,3.5931
20215,3.0799
1011,3.0222
16895,5.0756
7676,4.5699
14988,3.0125
3923,3.9615
6808,3.81
15910,2.9911
11028,5.3041
19659,2.2292
18688,5.1433
13210,4.0096
16399,2.4688
16175,10.2264
20167,2.7019
3330,2.1964
8279,3.3003
17928,3.6682
8294,4.25
20422,5.1457
2908,2.875
14858,2.5392
20100,2.0057
7170,2.3125
2552,2.2227
12386,6.9833
15999,4.6071
7299,2.3421
11717,3.9375
5972,4.2415
12886,2.8092
20436,12.542
19086,4.1307
11489,7.247999999999999
3507,5.0947
7149,2.4612
10457,5.4188
16976,4.0
9968,3.4904
14774,2.7048
3986,5.1641
19421,3.462
18841,2.2024
8672,6.0308
6901,2.1944
4358,3.9783
3799,5.1423
11830,2.8603
19002,4.2324
5420,8.1631
10688,3.1679
3078,6.2885
14366,4.1806
19164,3.2857
4404,3.1944
9787,2.4881
18313,4.7375
3992,7.7846
17176,3.1937
4682,3.2645
13180,5.6501
595,4.8237
6342,1.9762
14310,1.2841
5020,1.9779
2584,2.2138
3279,1.6369
8559,4.2333
14200,5.1769
1342,5.102
9653,2.9271
10023,2.8102
6131,3.0184
5597,1.3333
3037,4.4196
15268,2.8611
19112,4.0417
515,5.8948
19185,5.93
2615,2.96
3898,4.0924
10804,7.0516
6894,5.9941
5377,3.9038
390,2.8036
17673,2.6763
8595,5.2999
10134,4.125
20607,1.8413
10595,6.8722
4384,2.9709
5751,6.9135
6229,4.0333
56,1.5057
285,2.875
1945,5.5111
10038,2.25
16903,3.5125
1958,2.7273
5154,1.7167
16332,4.4063
11710,3.9722
3369,1.7267
5225,0.9889
776,4.6635
17783,3.2279
13161,3.7049
2708,3.1667
13737,6.2917
13240,5.3525
4583,1.3241
2138,2.9406
15963,3.9567
12043,6.8089
1741,3.9118
5956,3.4219
16116,4.3611
16663,3.0833
1680,4.025
11579,5.2077
13388,2.3603
19602,1.7169
5345,4.925
15928,4.625
13779,2.5980000000000003
19487,1.8315
9262,1.3713
10239,3.5333
9207,3.375
12824,4.7396
16524,3.5625
9142,3.7043
4169,5.2723
11303,2.9726
1314,5.6506
7951,4.4934
18850,1.1915
14418,3.2625
4108,8.5677
1409,3.5057
13188,3.625
17630,4.9205
3175,2.7159
10752,5.0
18079,10.5793
13363,2.4375
6137,3.0806
11054,3.125
14949,4.2192
6343,0.4999
9621,2.4286
7218,2.359
11649,5.6094
1736,4.5
3170,2.2885
1495,6.0704
8386,5.057
8952,3.9537
8104,2.3
15257,3.212
1694,5.2375
14406,3.18
15184,2.4459
11648,4.535
547,2.7115
5443,3.875
14796,2.3824
16774,3.4375
5217,0.6831
15073,5.2907
9953,3.7067
17887,5.4228
6408,4.9583
6315,6.6988
8827,2.875
8671,5.1589
20460,6.6073
15592,3.3625
5059,3.5486
5089,1.223
10152,5.2017
12851,3.5429
7372,2.6951
1196,2.6607
16315,2.7045
8685,6.6632
12033,3.2311
5741,5.1242
12698,2.1694
3933,5.015
17093,2.7969
19020,4.4375
10109,4.6696
4543,2.6875
9758,1.775
7692,6.7501
7352,3.0938
7025,3.3942
3137,1.9107
19647,2.7857
4737,4.4191
9960,6.9931
19820,2.3438
20225,2.3669
14712,6.7196
13085,4.5066
7429,2.2988
800,2.4808
15234,6.4651
6401,3.292
15995,5.8151
8039,4.8013
15059,1.8937
19714,1.5281
15498,7.745
17587,4.2762
3381,6.3688
8976,2.8797
12964,4.3836
13525,3.2232
5670,4.1812
15542,8.6803
4353,9.3092
669,3.4583
7185,2.75
11479,5.1384
4592,1.7866
17750,4.1146
3065,2.0025
12192,2.2423
8804,8.2831
10599,3.631
4252,3.0179
4849,1.2434
4461,4.7853
2463,2.4044
15657,2.5166
16460,7.6889
194,3.625
7227,1.6354
321,1.9479
12801,1.9871
19565,4.6833
7195,2.1029
15415,1.8849
12963,4.5245
7337,2.4263
17504,3.2083
7070,4.6923
15167,3.2369
2774,5.3374
5541,5.6169
8607,5.0114
19420,2.875
9682,3.6042
20050,1.3676
16888,5.048
10645,5.8371
14739,4.0616
14903,2.2903
8712,5.2799
11907,5.0194
8646,6.3231
11704,10.2252
19011,3.6176
6554,5.7051
3352,2.5
1889,3.9722
3324,2.7188
3027,2.3013
697,2.6464
13654,4.7344
8764,6.9296
3624,4.8958
7769,3.4211
10120,4.2443
4073,7.629
938,4.1406
16962,5.539
9076,3.9028
4772,2.6
7268,2.6548
10584,7.3769
675,4.7609
2561,1.755
5135,1.55
15133,2.3203
18321,7.9029
10540,6.5206
13710,4.0114
3635,3.9615
7179,1.55
8782,3.1275
16784,3.0625
5655,2.9386
16551,4.9271
10844,6.1601
132,7.4882
18016,4.6827
18780,1.3571
2971,8.5325
16271,1.7798
1632,6.917000000000001
16560,4.1298
9963,6.1089
14459,11.3074
14878,4.6477
9366,5.9582
12445,3.1827
5314,6.1527
4248,4.0965
11175,3.7655
3086,1.4205
20329,3.7974
15476,3.0221
8695,5.259
2626,4.0357
774,3.09
18381,9.08
8344,4.0625
7378,2.0819
3860,4.0474
11029,2.9312
16160,3.6429
4340,1.8495
1312,5.6779
3943,5.6407
13905,1.5823
19960,3.4306
16485,4.0365
11373,4.6452
6968,2.0147
4271,2.0888
15933,2.3625
11896,2.4667
6706,2.9511
14685,6.0266
7595,3.3804
2585,1.1479
4414,2.6336
742,3.2434
11515,8.7397
18003,5.4051
152,3.1603
12079,4.46
16636,2.5172
1895,2.2056
2834,4.0208
16445,3.2303
13797,1.4196
14828,2.1542
13713,5.4138
14224,5.7192
7198,1.9719
9771,3.3289
18533,1.9286
12897,2.4342
20426,10.0472
18467,6.7644
7691,6.4319
3713,2.8424
5536,5.6435
5607,2.5
9898,2.0134
7687,3.7308
17342,4.8185
7396,1.695
6800,3.2307
10438,3.1395
9004,9.1232
13683,3.016
3727,3.9099
8457,3.825
3458,2.7472
18126,5.1602
799,2.5158
429,4.1912
12418,1.7083
12514,2.625
18783,2.125
20382,8.1064
5040,2.2396
16437,3.1917
7515,4.1042
4261,2.5434
8669,4.6048
6159,3.9741
12213,6.992999999999999
2514,3.0469
14365,2.1635
16403,3.225
13398,3.7917
19929,2.9886
14541,4.9024
6885,2.2083
17603,4.1406
4902,1.7425
12045,4.131
6598,2.4135
7734,4.6583
5703,4.5759
8315,2.8333
13945,6.2233
325,2.5139
10995,5.0162
3292,2.3125
3848,3.6875
11119,4.2276
19054,2.2888
9074,3.9615
17625,5.5121
7842,3.5461
15110,4.8286
8848,15.0001
19476,4.2969
8872,5.5321
14205,4.4375
11361,4.3882
12776,1.9167
19629,3.1523
5243,12.3767
12332,3.2578
4142,4.2344
14374,4.9125
6976,3.6475
2025,2.1905
6527,2.1406
14211,2.85
2324,5.0828
4250,3.358
11884,2.1528
6954,4.2206
5380,3.2222
19537,1.3696
18404,5.1228
3314,1.8833
17368,2.8649
17956,5.1506
605,3.0964
4871,2.2232
14014,2.7222
4567,2.345
13590,1.1687
1611,3.5893
8516,3.0526
10877,3.9844
18391,6.7064
14632,3.8542
19465,3.072
7790,3.0777
12793,1.867
12879,3.1858
749,6.1104
5370,2.2961
19324,2.1165
10046,2.8942
5982,3.2756
6615,3.2813
8939,3.755
1561,9.7037
13628,2.9292
10333,8.2375
3240,1.85
16977,4.6371
14752,3.1696
18348,10.476
18600,5.5785
6212,5.3664
12713,3.2596
1266,4.375
10914,2.6734
20635,1.5603
11181,4.9394
554,2.875
7497,2.0486
2487,2.7792
1031,2.05
10467,7.8915
3511,3.8875
2867,2.6903
3491,5.1408
4496,3.1654
2481,2.1458
8217,2.8533
20142,1.8618
15403,4.3068
15431,2.5119
17421,4.6023
12787,1.6343
17225,4.8021
16423,2.2891
201,1.4886
14449,5.4103
354,1.8426
7017,3.6875
4154,2.5211
14231,3.775
12563,2.9769
438,2.75
12158,3.8036
9083,6.6772
19036,3.625
2743,6.3814
3049,2.2071
2909,2.9821
12027,3.1985
14855,3.4701
20065,2.6544
120,5.956
2680,1.9088
3763,3.9038
17324,6.6054
5373,2.0437
13979,0.536
12942,2.9016
3116,3.9261
2592,2.7321
11818,5.2536
5895,2.9306
18125,7.4863
15270,5.7787
1038,3.3393
6911,8.3474
13409,2.5833
2399,2.6902
15622,4.1607
8822,2.5444
5696,6.1873
15266,3.55
15695,5.5634
1646,13.1499
15031,4.0491
13587,1.2069
18924,4.4397
19792,1.625
10262,6.5843
13679,5.3366
8213,1.2206
13542,1.8654
5551,3.2708
2141,2.4405
15811,4.2569
13478,3.0278
13961,4.6394
13420,5.0175
19542,1.7679
1438,5.1021
6524,3.1875
18545,4.4659
3849,4.5081
4610,2.5386
16034,3.3208
18194,3.2574
9672,2.7656
17711,7.2982
4747,2.2725
17674,4.3621
9086,3.9963
2146,2.0564
10399,7.2648
13749,4.0658
8330,1.2
18172,4.9671
7545,1.7262
3033,3.25
10098,3.4702
14281,1.5474
16250,1.1141
9199,2.7813
8974,5.3683
5456,2.7143
2751,1.899
8212,1.7589
7485,2.5833
9093,3.2125
7182,2.3015
5717,5.5756
13344,3.0057
4031,5.6738
5487,5.127999999999999
5218,1.35
2302,4.2153
1276,5.1017
17424,2.0865
7601,2.8493
16513,3.6378
5366,5.5951
13879,4.2414
6537,2.5445
11963,2.6442
17121,3.8194
16682,2.8824
19035,2.1067
16805,4.475
10730,5.1155
5873,4.0742
10386,5.8260000000000005
14241,1.3269
17276,2.6103
10360,7.9294
11398,5.9582
15085,5.0118
12408,3.4583
10969,4.1071
1957,2.9844
10222,5.3836
10085,5.0782
18806,2.7857
5149,0.5495
14081,3.125
1952,2.5104
4771,2.5625
16953,6.3892
14530,4.7266
14134,2.3824
20618,2.25
13790,3.4695
6267,3.8409
16961,5.012
15581,5.6674
4171,4.1213
15081,2.8175
9264,2.5833
11124,2.7014
18440,4.5
14896,1.9267
6199,2.7763
9186,6.8419
7349,1.9464
2820,1.3222
348,2.5043
12576,3.1208
20444,5.5925
12297,2.2321
4160,2.6591
2987,2.4234
20064,3.7794
4863,1.7115
12843,3.0833
1963,4.03
17573,2.4207
18085,8.0727
12327,1.4665
17796,6.1008
16142,3.9375
15460,4.0625
17352,5.0099
3160,1.9236
1372,3.3831
5305,9.2225
14677,6.04
4865,1.2969
5454,4.7344
9822,2.5625
8248,1.8036
14919,6.0086
11328,4.2386
15759,3.0766
6144,3.5
11248,3.7059
337,2.25
9179,7.6059
6540,3.5
5196,1.6625
17135,6.227
16689,3.5744
15348,6.3054
14495,2.4207
18103,6.9238
6972,2.7578
14458,4.5083
16970,3.9833
4652,4.5918
10196,4.6964
20251,3.375
12251,2.1722
13772,4.7193
14344,1.6591
11629,3.3155
16124,3.7292
9790,2.6094
14596,4.739
15588,1.5909
11928,4.0966
7634,4.7393
15647,3.0296
18685,2.9559
10915,3.4193
10890,3.5694
19010,4.2115
15904,3.6687
17497,5.6604
20084,3.1875
20525,3.0
15871,2.6667
18654,2.6757
8930,4.2813
7952,3.0114
13885,3.4028
11924,4.125
712,0.9637
2240,4.049
14147,2.3812
12472,1.5922
1934,4.5246
6346,2.1908
17787,3.1982
20184,4.763
17212,2.6429
7724,5.1587
18656,2.7587
20381,6.4001
11287,4.6389
17123,2.5294
12260,2.0135
3448,3.6292
10049,3.6434
10113,4.45
12583,1.3927
14276,1.4632
5103,3.1346
831,3.694
593,6.005
6414,2.8352
15565,5.2323
14704,4.3594
4079,3.6202
9384,6.0238
5969,2.6210000000000004
11979,3.3966
13030,2.9803
5379,3.0574
14062,3.79
18848,1.27
19386,2.4717
2190,1.8
14810,5.3177
18574,2.5599
3425,3.0132
11693,2.9
17716,7.375
10002,4.5042
33,1.375
14300,1.8456
2149,1.2176
17139,4.1985
1529,5.6558
8511,3.4792
16939,4.6406
12077,6.2308
10086,4.8906
7449,3.5341
10778,3.4125
1401,4.5893
8487,2.6182
20117,2.1094
11914,3.7344
2789,1.7388
1943,4.1843
11676,4.0455
17899,4.575
9256,1.4267
7246,3.0208
15328,3.1875
1348,5.3363
1639,8.1489
894,6.7599
11298,4.0362
8656,4.9384
15290,4.1282
16619,3.0187
3404,6.1464
9616,2.3929
7603,2.4821
386,5.337999999999999
7503,1.9185
678,4.0109
8633,7.5
17611,7.6659
8211,2.0186
17131,3.6712
14083,4.3875
1472,4.0
17771,2.3199
17765,2.8
7824,4.4948
14564,4.55
3502,3.5347
7997,4.0714
20110,3.2589
7929,3.7961
16851,4.1513
4335,1.8771
123,5.1773
18885,2.4201
1118,2.1912
8699,5.5
18208,4.4531
18120,4.7402
19447,3.0217
4796,2.2273
6181,5.7039
4043,4.1429
7855,2.9779
18769,2.0469
12378,1.3801
1668,6.7741
16792,5.3446
16163,3.9954
18835,3.3095
19939,2.7336
18907,4.0156
12868,4.5432
15696,1.4804
2422,3.825
3776,3.6641
10480,7.9283
7789,4.537
16477,2.0875
4993,1.7083
6216,3.5547
15099,2.543
7718,3.1104
850,3.7462
162,3.675
889,6.6478
6453,3.6639
13172,5.0871
9009,4.625
16422,3.65
13870,4.2891
6158,3.1912
20132,4.2599
9446,2.5
19104,3.6392
6852,3.8644
19632,2.5938
18862,3.1768
3130,4.875
19789,1.125
6082,3.6484
19495,4.5
17285,4.4375
124,7.2354
15729,2.151
7981,2.9803
16288,2.4667
16527,5.0369
10377,8.798
6857,5.827999999999999
13857,6.0296
95,2.0096
10535,5.5677
20228,2.3147
9450,3.5391
1285,1.5988
2726,1.6607
14656,4.7813
4189,3.5638
10248,6.9612
13473,4.125
16586,3.4821
14346,2.5882
12447,1.6154
1531,6.7192
408,7.1754
8301,4.7875
3181,2.6218
13209,4.0614
20387,3.0691
18111,5.8521
1111,2.567
10348,6.8667
11759,4.9
18420,5.5875
16884,7.8997
3661,4.0049
