,Latitude,Longitude
14636,32.8,-117.19
14864,32.64,-117.09
7831,33.9,-118.15
2088,36.75,-119.8
5864,34.18,-118.34
5710,34.21,-118.23
18887,38.11,-122.24
16350,38.02,-121.35
4484,34.06,-118.2
1080,39.73,-121.84
2034,36.73,-119.75
14701,32.8,-117.07
8922,34.02,-118.49
5772,34.15,-118.27
13727,34.06,-117.19
4985,34.0,-118.31
8003,33.86,-118.14
2277,36.81,-119.79
5940,34.14,-117.91
947,37.72,-121.92
13682,34.14,-117.23
18431,37.26,-121.85
13863,34.41,-117.28
1992,36.72,-119.81
2087,36.75,-119.79
6525,34.06,-118.04
7903,33.86,-118.05
15285,33.16,-117.33
10701,33.61,-117.7
14872,32.62,-117.09
12604,38.53,-121.47
19461,37.69,-120.99
3721,34.2,-118.43
17710,37.32,-121.83
16824,37.63,-122.49
10119,33.94,-117.92
2174,36.77,-119.85
20150,34.36,-119.06
18262,37.37,-122.09
3910,34.2,-118.53
4680,34.07,-118.34
12721,38.58,-121.37
1917,38.94,-120.72
18634,37.05,-121.99
7109,33.89,-118.0
13785,34.03,-117.04
11242,33.81,-117.95
20086,37.99,-120.3
8492,33.9,-118.3
6729,34.11,-118.13
14150,32.73,-117.07
5570,33.89,-118.29
2570,40.77,-124.14
8941,34.01,-118.46
16088,37.72,-122.47
6385,34.16,-118.06
14670,32.77,-117.15
10518,33.51,-117.71
5363,34.04,-118.42
14612,32.79,-117.18
10476,33.6,-117.69
11542,33.75,-118.02
1159,39.52,-121.53
13851,34.51,-117.31
15343,33.23,-117.35
12521,38.56,-121.47
18013,37.28,-121.96
20335,34.24,-118.94
9123,34.57,-118.09
12982,38.67,-121.3
17740,37.28,-121.76
1492,37.94,-122.02
5337,34.04,-118.46
14732,32.81,-117.02
13143,38.29,-121.54
9905,38.31,-122.27
11428,33.69,-117.98
4168,34.11,-118.21
11449,33.68,-117.98
18435,37.26,-121.83
3220,36.33,-119.66
9941,38.17,-122.25
12670,38.48,-121.46
7985,33.86,-118.16
3446,34.25,-118.41
10351,33.63,-117.68
8517,33.89,-118.32
4109,34.14,-118.39
12451,33.64,-114.57
6687,34.14,-118.07
12922,38.66,-121.32
5058,34.01,-118.35
12687,38.59,-121.5
13933,34.25,-117.31
9526,39.13,-123.16
5667,33.72,-118.3
8528,33.89,-118.34
18040,37.23,-121.97
19630,37.53,-120.86
11603,33.79,-118.02
18215,37.38,-122.06
9467,39.44,-123.79
18793,40.52,-122.66
7949,33.87,-118.14
2899,35.37,-119.01
20297,34.15,-119.22
16832,37.59,-122.5
4629,34.07,-118.3
4982,34.0,-118.29
335,37.74,-122.18
2783,37.35,-118.18
20281,34.18,-119.19
5127,33.99,-118.27
12025,33.94,-117.47
15853,37.74,-122.43
12357,33.69,-116.5
1054,39.76,-121.82
17250,34.42,-119.69
9294,38.0,-122.51
15080,32.8,-116.97
1636,37.91,-122.18
6932,34.01,-118.08
16147,37.78,-122.47
9678,37.65,-118.99
19442,37.67,-121.0
18749,40.5,-122.28
12070,33.85,-117.6
561,37.76,-122.23
12987,38.7,-121.27
4926,34.0,-118.25
4847,34.02,-118.31
3239,36.09,-119.56
4558,34.06,-118.25
18554,36.96,-122.04
19555,37.61,-121.01
14921,32.59,-117.02
20157,34.44,-119.15
18462,37.24,-121.77
9156,34.43,-118.51
5329,34.05,-118.46
17800,37.37,-121.81
5433,34.02,-118.41
9306,37.99,-122.54
14911,32.61,-117.05
19373,37.81,-120.9
16364,38.0,-121.31
8866,34.06,-118.39
10699,33.61,-117.75
11360,33.74,-117.91
1521,37.91,-122.07
13635,34.09,-117.32
16330,38.02,-121.33
3687,34.22,-118.37
13946,34.26,-117.22
10186,33.87,-117.95
9538,37.39,-120.71
14746,32.58,-117.04
10946,33.74,-117.88
3107,35.62,-117.7
20215,34.28,-119.26
1011,37.68,-121.78
16895,37.58,-122.36
7676,33.92,-118.09
14988,32.74,-117.03
3923,34.19,-118.56
6808,34.1,-118.1
15910,37.74,-122.42
11028,33.79,-117.84
19659,37.51,-120.85
18688,36.96,-121.69
13210,34.04,-117.69
16399,38.0,-121.24
16175,37.74,-122.39
20167,34.44,-119.27
3330,38.9,-122.48
8279,33.78,-118.15
17928,37.34,-121.97
8294,33.76,-118.13
20422,34.14,-118.9
2908,35.37,-119.04
14858,32.65,-117.08
20100,37.96,-120.23
7170,34.06,-118.19
2552,40.77,-124.17
12386,33.69,-116.39
15999,37.75,-122.47
7299,33.99,-118.2
11717,39.19,-120.1
5972,34.12,-117.76
12886,38.66,-121.34
20436,34.21,-118.69
19086,38.4,-122.5
11489,33.7,-118.01
3507,34.26,-118.46
7149,34.03,-118.14
10457,33.48,-117.65
16976,37.57,-122.31
9968,38.51,-122.47
14774,32.59,-117.08
3986,34.18,-118.64
19421,37.7,-121.06
18841,41.53,-122.56
8672,33.82,-118.38
6901,34.04,-118.15
4358,34.08,-118.37
3799,34.16,-118.36
11830,39.15,-120.87
19002,38.34,-121.95
5420,34.02,-118.43
10688,33.62,-117.72
3078,35.47,-118.92
14366,32.74,-117.23
19164,38.34,-122.69
4404,34.07,-118.23
9787,36.06,-120.79
18313,37.43,-122.13
3992,34.17,-118.64
17176,37.5,-122.47
4682,34.08,-118.35
13180,33.97,-117.74
595,37.71,-122.08
6342,34.06,-117.75
14310,32.71,-117.14
5020,33.99,-118.32
2584,40.87,-124.07
3279,39.13,-122.87
8559,33.92,-118.41
14200,32.7,-117.02
1342,38.02,-121.92
9653,36.99,-120.7
10023,39.23,-121.15
6131,34.07,-117.98
5597,33.8,-118.23
3037,35.38,-119.12
15268,33.03,-117.33
19112,38.22,-122.63
515,37.83,-122.24
19185,38.41,-122.56
2615,40.95,-124.11
3898,34.2,-118.51
10804,33.62,-117.93
6894,34.05,-118.11
5377,34.04,-118.39
390,37.89,-122.3
17673,37.3,-121.88
8595,33.88,-118.38
10134,33.91,-117.91
20607,39.1,-121.57
10595,33.68,-117.79
4384,34.09,-118.27
5751,34.17,-118.27
6229,34.06,-117.94
56,37.82,-122.28
285,37.77,-122.17
1945,38.77,-120.93
10038,39.22,-121.04
16903,37.59,-122.36
1958,38.73,-120.81
5154,33.96,-118.26
16332,38.03,-121.34
11710,39.14,-120.16
3369,39.92,-120.09
5225,33.93,-118.25
776,37.64,-122.1
17783,37.37,-121.83
13161,36.84,-121.41
2708,32.8,-115.64
13737,34.04,-117.21
13240,34.12,-117.67
4583,34.06,-118.27
2138,36.77,-119.73
15963,37.71,-122.44
12043,33.88,-117.44
1741,37.96,-122.33
5956,34.13,-117.87
16116,37.74,-122.5
16663,35.29,-120.67
1680,38.0,-122.29
11579,33.77,-118.02
13388,34.1,-117.59
19602,37.58,-121.02
5345,34.04,-118.42
15928,37.73,-122.42
13779,34.02,-117.05
19487,37.67,-120.99
9262,36.96,-120.04
10239,33.9,-117.88
9207,37.1,-119.85
12824,38.73,-121.44
16524,37.8,-121.2
9142,34.49,-117.89
4169,34.1,-118.21
11303,33.78,-117.95
1314,37.99,-121.79
7951,33.86,-118.15
18850,41.31,-122.32
14418,32.79,-117.24
4108,34.13,-118.37
1409,37.94,-122.07
13188,34.09,-117.7
17630,37.25,-121.91
3175,36.37,-119.83
10752,33.61,-117.89
18079,37.27,-122.06
13363,33.99,-117.64
6137,34.08,-117.97
11054,33.78,-117.86
14949,32.74,-116.97
6343,34.06,-117.75
9621,37.34,-120.3
7218,34.03,-118.16
11649,33.85,-118.04
1736,37.97,-122.32
3170,36.41,-119.69
1495,37.94,-122.01
8386,33.98,-118.36
8952,34.03,-118.38
8104,33.79,-118.22
15257,33.04,-117.24
1694,38.0,-122.26
14406,32.77,-117.25
15184,32.97,-117.1
11648,33.86,-118.03
547,37.77,-122.27
5443,34.0,-118.44
14796,32.58,-117.1
16774,37.69,-122.46
5217,33.95,-118.23
15073,32.8,-116.99
9953,38.41,-122.36
17887,37.39,-121.95
6408,34.13,-118.03
6315,34.0,-117.99
8827,34.1,-118.36
8671,33.82,-118.38
20460,34.29,-118.75
15592,33.28,-116.32
5059,34.01,-118.35
5089,33.98,-118.29
10152,33.91,-117.93
12851,38.68,-121.37
7372,33.97,-118.23
1196,39.34,-121.67
16315,38.01,-121.32
8685,33.86,-118.31
12033,33.94,-117.47
5741,34.17,-118.25
12698,38.61,-121.43
3933,34.2,-118.58
17093,37.48,-122.23
19020,38.35,-121.98
10109,33.92,-117.94
4543,34.02,-118.21
9758,36.51,-121.45
7692,33.95,-118.11
7352,33.98,-118.17
7025,33.98,-118.11
3137,35.0,-117.65
19647,37.47,-120.84
4737,34.05,-118.38
9960,38.36,-122.26
19820,36.47,-119.37
20225,34.29,-119.3
14712,32.79,-117.04
13085,38.56,-121.35
7429,33.95,-118.21
800,37.63,-122.07
15234,32.97,-117.26
6401,34.13,-118.06
15995,37.75,-122.46
8039,33.84,-118.15
15059,32.8,-116.94
19714,39.29,-121.68
15498,33.1,-117.23
17587,37.3,-121.92
3381,34.24,-118.27
8976,34.01,-118.41
12964,38.71,-121.31
13525,34.17,-117.29
5670,33.73,-118.31
15542,33.07,-117.1
4353,34.1,-118.38
669,37.7,-122.15
7185,34.04,-118.17
11479,33.73,-118.02
4592,34.05,-118.27
17750,37.33,-121.84
3065,35.67,-119.24
12192,33.67,-117.38
8804,33.75,-118.42
10599,33.68,-117.8
4252,34.1,-118.36
4849,34.02,-118.31
4461,34.1,-118.18
2463,36.54,-119.87
15657,37.79,-122.41
16460,38.12,-121.3
194,37.79,-122.25
7227,34.01,-118.16
321,37.76,-122.19
12801,38.62,-121.46
19565,37.61,-120.95
7195,34.04,-118.19
15415,33.22,-117.27
12963,38.71,-121.32
7337,33.97,-118.15
17504,37.35,-121.89
7070,33.95,-118.01
15167,32.95,-117.05
2774,33.26,-115.8
5541,33.97,-118.4
8607,33.87,-118.37
19420,37.64,-121.18
9682,37.64,-118.97
20050,35.99,-119.31
16888,37.6,-122.37
10645,33.55,-117.8
14739,32.59,-117.06
14903,32.6,-117.07
8712,33.86,-118.36
11907,33.97,-117.4
8646,33.87,-118.4
11704,33.89,-117.97
19011,38.35,-122.0
6554,34.17,-118.07
3352,40.28,-120.96
1889,38.93,-120.0
3324,38.93,-122.89
3027,35.13,-119.45
697,37.69,-122.11
13654,34.04,-117.31
8764,33.81,-118.37
3624,34.25,-118.44
7769,33.91,-118.09
10120,33.92,-117.93
4073,34.14,-118.47
938,37.54,-122.03
16962,37.54,-122.31
9076,34.69,-118.16
4772,34.04,-118.34
7268,33.98,-118.22
10584,33.71,-117.81
675,37.69,-122.17
2561,40.8,-124.15
5135,33.97,-118.26
15133,32.83,-116.93
18321,37.45,-122.13
10540,33.47,-117.71
13710,34.1,-117.19
3635,34.23,-118.43
7179,34.04,-118.18
8782,33.8,-118.32
16784,37.69,-122.45
5655,33.74,-118.3
16551,37.82,-121.23
10844,33.67,-117.9
132,37.84,-122.2
18016,37.26,-121.97
18780,40.39,-122.27
2971,35.35,-119.09
16271,37.94,-121.25
1632,37.87,-122.17
16560,37.77,-121.37
9963,38.31,-122.24
14459,32.82,-117.31
14878,32.64,-117.07
9366,37.94,-122.52
12445,33.88,-115.58
5314,34.06,-118.42
4248,34.14,-118.32
11175,33.82,-117.97
3086,35.72,-118.59
20329,34.26,-119.02
15476,33.18,-117.17
8695,33.86,-118.34
2626,40.74,-124.17
774,37.66,-122.11
18381,37.21,-121.87
8344,33.93,-118.34
7378,33.97,-118.24
3860,34.16,-118.43
11029,33.79,-117.83
16160,37.78,-122.49
4340,34.08,-118.29
1312,37.99,-121.83
3943,34.21,-118.61
13905,34.12,-116.44
19960,36.23,-119.25
16485,38.21,-121.15
11373,33.68,-117.97
6968,33.98,-118.05
4271,34.1,-118.33
15933,37.73,-122.4
11896,33.98,-117.36
6706,34.14,-118.14
14685,32.83,-117.04
7595,33.9,-118.25
2585,40.87,-124.08
4414,34.09,-118.25
742,37.67,-122.13
11515,33.71,-118.09
18003,37.27,-121.99
152,37.8,-122.23
12079,33.83,-117.52
16636,35.31,-120.82
1895,38.91,-120.02
2834,35.4,-118.99
16445,38.13,-121.3
13797,34.58,-117.4
14828,32.66,-117.1
13713,34.12,-117.17
14224,32.68,-117.02
7198,34.03,-118.19
9771,36.38,-121.4
18533,36.97,-122.02
12897,38.64,-121.33
20426,34.18,-118.69
18467,37.0,-121.68
7691,33.95,-118.11
3713,34.2,-118.4
5536,33.96,-118.44
5607,33.79,-118.3
9898,38.3,-122.28
7687,33.95,-118.1
17342,34.85,-120.4
7396,33.96,-118.23
6800,34.09,-118.12
10438,33.42,-117.62
9004,34.13,-118.6
13683,34.14,-117.24
3727,34.18,-118.43
8457,33.91,-118.35
3458,34.31,-118.44
18126,37.34,-122.03
799,37.64,-122.07
429,37.88,-122.28
12418,33.71,-116.21
12514,38.56,-121.45
18783,40.47,-122.33
20382,34.14,-118.85
5040,33.98,-118.32
16437,38.07,-121.29
7515,33.92,-118.25
4261,34.1,-118.34
8669,33.82,-118.43
6159,34.08,-117.96
12213,33.51,-117.18
2514,39.74,-122.16
14365,32.72,-117.23
16403,38.04,-121.19
13398,34.1,-117.53
19929,36.31,-119.32
14541,32.92,-117.15
6885,34.06,-118.09
17603,37.29,-121.88
4902,34.01,-118.25
12045,33.88,-117.51
6598,34.18,-118.16
7734,33.93,-118.15
5703,34.23,-118.26
8315,33.34,-118.33
13945,34.26,-117.2
325,37.74,-122.19
10995,33.73,-117.82
3292,39.0,-122.7
3848,34.18,-118.45
11119,33.85,-117.85
19054,38.16,-121.69
9074,34.7,-118.15
17625,37.26,-121.95
7842,33.9,-118.18
15110,32.87,-116.96
8848,34.08,-118.39
19476,37.67,-120.96
8872,34.06,-118.41
14205,32.69,-117.06
11361,33.74,-117.92
12776,38.64,-121.41
19629,37.53,-120.84
5243,34.12,-118.42
12332,33.94,-116.47
4142,34.12,-118.19
14374,32.73,-117.25
6976,33.99,-118.04
2025,36.71,-119.74
6527,34.06,-118.05
14211,32.68,-117.06
2324,36.83,-119.73
4250,34.1,-118.35
11884,33.98,-117.38
6954,33.98,-118.06
5380,34.03,-118.4
19537,37.65,-120.92
18404,37.24,-121.85
3314,39.02,-122.79
17368,34.93,-120.43
17956,37.33,-121.97
605,37.69,-122.07
4871,34.04,-118.28
14014,32.75,-117.18
4567,34.06,-118.26
13590,34.11,-117.29
1611,37.86,-122.07
8516,33.9,-118.32
10877,33.72,-117.88
18391,37.27,-121.87
14632,32.8,-117.2
19465,37.69,-120.97
7790,33.89,-118.07
12793,38.64,-121.45
12879,38.65,-121.38
749,37.68,-122.05
5370,34.04,-118.38
19324,38.53,-122.97
10046,39.22,-120.99
5982,34.1,-117.75
6615,34.17,-118.1
8939,34.01,-118.48
1561,37.76,-121.96
13628,34.09,-117.33
10333,33.83,-117.75
3240,36.09,-119.56
16977,37.57,-122.31
14752,32.57,-117.05
18348,37.41,-122.15
18600,37.15,-122.18
6212,34.06,-117.9
12713,38.59,-121.38
1266,37.99,-121.67
10914,33.74,-117.87
20635,39.48,-121.09
11181,33.83,-117.95
554,37.77,-122.26
7497,33.93,-118.25
2487,36.16,-120.35
1031,38.54,-120.79
10467,33.53,-117.73
3511,34.26,-118.47
2867,35.37,-118.93
3491,34.27,-118.47
4496,34.05,-118.22
2481,36.18,-120.43
8217,33.78,-118.19
20142,34.36,-119.06
15403,33.24,-117.23
15431,33.2,-117.24
17421,34.64,-120.44
12787,38.63,-121.44
17225,34.44,-119.73
16423,37.94,-121.49
201,37.78,-122.22
14449,32.81,-117.24
354,37.76,-122.17
7017,33.98,-118.09
4154,34.11,-118.2
14231,32.68,-117.04
12563,38.54,-121.43
438,37.86,-122.3
12158,33.83,-117.11
9083,34.68,-118.17
19036,38.37,-122.0
2743,32.79,-115.59
3049,35.49,-119.38
2909,35.39,-119.03
12027,33.94,-117.48
14855,32.65,-117.07
20065,38.0,-120.4
120,37.83,-122.24
2680,32.99,-115.51
3763,34.18,-118.41
17324,34.72,-120.04
5373,34.04,-118.38
13979,34.14,-116.76
12942,38.65,-121.27
3116,35.63,-117.76
2592,40.9,-124.1
11818,38.97,-121.09
5895,34.17,-118.32
18125,37.33,-122.03
15270,33.08,-117.29
1038,38.5,-120.93
6911,33.97,-117.95
13409,34.1,-117.48
2399,36.8,-119.24
15622,37.8,-122.41
8822,34.09,-118.35
5696,34.24,-118.26
15266,33.04,-117.27
15695,37.79,-122.45
1646,37.81,-121.91
15031,32.79,-117.02
13587,34.12,-117.29
18924,38.06,-122.17
19792,40.77,-123.28
10262,33.88,-117.86
13679,34.04,-117.24
8213,33.79,-118.18
13542,34.14,-117.31
5551,33.95,-118.38
2141,36.78,-119.75
15811,37.76,-122.43
13478,34.07,-117.39
13961,34.24,-116.88
13420,34.04,-117.5
19542,37.63,-120.92
1438,37.97,-122.0
6524,34.06,-118.04
18545,36.97,-122.04
3849,34.18,-118.46
4610,34.07,-118.29
16034,37.72,-122.46
18194,37.38,-122.02
9672,37.78,-119.08
17711,37.33,-121.81
4747,34.05,-118.34
17674,37.32,-121.86
9086,34.65,-118.19
2146,36.77,-119.77
10399,33.51,-117.64
13749,34.06,-117.15
8330,33.93,-118.3
18172,37.36,-122.02
7545,33.9,-118.22
3033,35.39,-119.11
10098,33.93,-117.95
14281,32.71,-117.13
16250,37.97,-121.27
9199,37.39,-119.66
8974,34.01,-118.41
5456,34.0,-118.47
2751,32.69,-115.49
8212,33.79,-118.17
7485,33.92,-118.21
9093,34.68,-118.27
7182,34.04,-118.19
5717,34.2,-118.24
13344,34.05,-117.64
4031,34.17,-118.54
5487,33.97,-118.5
5218,33.95,-118.24
2302,36.83,-119.78
1276,37.91,-121.6
17424,34.64,-120.45
7601,33.89,-118.26
16513,37.81,-121.22
5366,34.04,-118.39
13879,34.44,-117.38
6537,34.06,-118.03
11963,34.01,-117.41
17121,37.48,-122.12
16682,35.12,-120.57
19035,38.36,-121.98
16805,37.66,-122.41
10730,33.6,-117.87
5873,34.17,-118.36
10386,33.61,-117.64
14241,32.69,-117.09
17276,34.41,-119.69
10360,33.57,-117.67
11398,33.72,-117.95
15085,32.82,-116.92
12408,33.81,-116.25
10969,33.76,-117.87
1957,38.73,-120.78
10222,33.88,-117.89
10085,33.94,-117.95
18806,40.48,-121.55
5149,33.96,-118.27
14081,32.77,-117.12
1952,38.73,-120.81
4771,34.04,-118.35
16953,37.52,-122.32
14530,32.92,-117.13
14134,32.75,-117.07
20618,39.06,-121.55
13790,34.42,-117.56
6267,34.04,-117.94
16961,37.53,-122.29
15581,33.02,-116.84
4171,34.1,-118.22
15081,32.81,-116.94
9264,36.9,-119.98
11124,33.85,-117.91
18440,37.24,-121.81
14896,32.6,-117.07
6199,34.08,-117.88
9186,34.39,-118.55
7349,33.97,-118.16
2820,35.41,-119.02
348,37.75,-122.17
12576,38.53,-121.43
20444,34.3,-118.9
12297,33.93,-116.9
4160,34.11,-118.18
2987,35.33,-119.01
20064,35.87,-118.96
4863,34.03,-118.27
12843,38.69,-121.37
1963,38.77,-120.58
17573,37.32,-121.92
18085,37.31,-122.05
12327,33.96,-116.51
17796,37.39,-121.82
16142,37.77,-122.46
15460,33.15,-117.29
17352,34.89,-120.42
3160,35.13,-118.92
1372,38.01,-122.11
5305,34.07,-118.46
14677,32.84,-117.11
4865,34.04,-118.28
5454,34.0,-118.46
9822,36.62,-121.92
8248,33.78,-118.19
14919,32.61,-117.03
11328,33.76,-117.94
15759,37.77,-122.44
6144,34.09,-117.98
11248,33.81,-118.0
337,37.74,-122.17
9179,34.37,-118.54
6540,34.04,-118.04
5196,33.94,-118.27
17135,37.46,-122.16
16689,35.11,-120.59
15348,33.3,-117.25
14495,32.85,-117.2
18103,37.3,-122.04
6972,33.98,-118.03
14458,32.82,-117.27
16970,37.55,-122.3
4652,34.06,-118.32
10196,33.86,-117.94
20251,34.23,-119.18
12251,33.76,-116.99
13772,34.01,-117.01
14344,32.73,-117.17
11629,33.81,-118.08
16124,37.78,-122.47
9790,36.25,-121.84
14596,32.81,-117.17
15588,33.09,-116.66
11928,33.94,-117.37
7634,33.84,-118.29
15647,37.79,-122.41
18685,37.02,-121.83
10915,33.73,-117.87
10890,33.73,-117.86
19010,38.35,-122.0
15904,37.74,-122.41
17497,34.43,-119.8
20084,38.02,-120.27
20525,38.44,-121.56
15871,37.76,-122.41
18654,36.98,-121.96
8930,34.0,-118.47
7952,33.88,-118.16
13885,35.55,-115.93
11924,33.95,-117.39
712,37.67,-122.08
2240,36.83,-119.81
14147,32.74,-117.08
12472,38.58,-121.47
1934,38.66,-121.02
6346,34.05,-117.75
17787,37.36,-121.83
20184,34.28,-119.16
17212,34.43,-119.71
7724,33.94,-118.11
18656,36.97,-121.97
20381,34.14,-118.83
11287,33.8,-117.95
17123,37.46,-122.13
12260,33.79,-116.96
3448,34.25,-118.42
10049,39.13,-120.99
10113,33.94,-117.95
12583,38.52,-121.43
14276,32.7,-117.13
5103,33.95,-118.3
831,37.6,-122.02
593,37.7,-122.09
6414,34.14,-118.01
15565,33.13,-117.05
14704,32.81,-117.07
4079,34.15,-118.36
9384,37.89,-122.49
5969,34.1,-117.76
11979,33.98,-117.48
13030,38.67,-121.2
5379,34.03,-118.39
14062,32.74,-117.12
18848,41.41,-122.37
19386,37.77,-120.85
2190,36.72,-120.06
14810,32.69,-117.17
18574,36.91,-121.75
3425,34.28,-118.43
11693,33.86,-117.99
17716,37.34,-121.78
10002,39.04,-121.07
33,37.83,-122.27
14300,32.71,-117.14
2149,36.77,-119.77
17139,37.46,-122.19
1529,37.89,-122.07
8511,33.9,-118.31
16939,37.55,-122.32
12077,33.87,-117.64
10086,33.94,-117.96
7449,33.95,-118.18
10778,33.65,-117.9
1401,37.95,-122.07
8487,33.91,-118.3
20117,37.96,-120.39
11914,33.95,-117.44
2789,37.36,-118.42
1943,38.62,-120.91
11676,33.85,-118.0
17899,37.37,-121.98
9256,36.96,-120.05
7246,34.0,-118.11
15328,33.24,-117.29
1348,38.01,-121.93
1639,37.89,-122.18
894,37.54,-121.94
11298,33.78,-117.91
8656,33.85,-118.38
15290,33.11,-117.31
16619,35.41,-120.87
3404,34.25,-118.35
9616,37.28,-120.44
7603,33.88,-118.24
386,37.9,-122.29
7503,33.92,-118.27
678,37.69,-122.15
8633,33.88,-118.4
17611,37.29,-121.92
8211,33.79,-118.18
17131,37.46,-122.15
14083,32.77,-117.11
1472,37.97,-122.02
17771,37.37,-121.84
17765,37.35,-121.86
7824,33.91,-118.13
14564,32.84,-117.2
3502,34.27,-118.44
7997,33.85,-118.16
20110,37.84,-120.2
7929,33.84,-118.08
16851,37.61,-122.42
4335,34.08,-118.3
123,37.84,-122.24
18885,38.1,-122.23
1118,39.8,-121.57
8699,33.87,-118.35
18208,37.39,-122.05
18120,37.32,-122.0
19447,37.69,-121.04
4796,34.03,-118.35
6181,34.08,-117.92
4043,34.17,-118.5
7855,33.88,-118.16
18769,40.45,-122.31
12378,33.78,-116.46
1668,37.96,-122.2
16792,37.66,-122.45
16163,37.77,-122.5
18835,41.74,-122.64
19939,36.3,-119.32
18907,38.14,-122.26
12868,38.72,-121.35
15696,37.79,-122.45
2422,36.59,-119.45
3776,34.16,-118.42
10480,33.59,-117.69
7789,33.89,-118.07
16477,38.13,-121.26
4993,33.99,-118.31
6216,34.06,-117.92
15099,32.81,-116.95
7718,33.95,-118.13
850,37.59,-122.05
162,37.81,-122.24
889,37.55,-121.95
6453,34.12,-118.06
13172,36.81,-121.36
9009,34.07,-118.6
16422,37.87,-121.23
13870,34.41,-117.32
6158,34.08,-117.96
20132,34.41,-118.9
9446,37.48,-119.84
19104,38.17,-122.51
6852,34.07,-118.16
19632,37.55,-120.85
18862,38.11,-122.21
3130,35.08,-117.95
19789,40.99,-123.35
6082,34.09,-117.87
19495,37.66,-121.01
17285,34.41,-119.73
124,37.85,-122.24
15729,37.78,-122.44
7981,33.87,-118.17
16288,37.93,-121.31
16527,37.81,-121.21
10377,33.63,-117.64
6857,34.06,-118.16
13857,34.5,-117.27
95,37.8,-122.26
10535,33.5,-117.7
20228,34.28,-119.29
9450,37.75,-119.55
1285,38.01,-121.82
2726,32.79,-115.54
14656,32.79,-117.14
4189,34.12,-118.21
10248,33.89,-117.86
13473,34.07,-117.37
16586,37.75,-121.44
14346,32.75,-117.19
12447,33.97,-114.49
1531,37.87,-122.05
408,37.9,-122.28
8301,33.76,-118.13
3181,36.31,-119.77
13209,34.05,-117.72
20387,34.19,-118.92
18111,37.3,-122.03
1111,39.79,-121.6
10348,33.6,-117.66
11759,38.72,-121.24
18420,37.26,-121.83
16884,37.58,-122.39
3661,34.23,-118.4
8859,34.07,-118.4
9586,37.32,-120.47
7289,33.98,-118.22
2797,36.63,-118.18
20356,34.18,-118.96
5227,33.93,-118.25
6335,33.99,-117.96
17978,37.3,-121.97
7905,33.88,-118.1
2352,36.79,-119.69
6677,34.15,-118.1
17781,37.38,-121.83
13454,34.11,-117.4
2709,32.79,-115.69
18766,40.58,-122.26
6437,34.1,-118.02
6689,34.14,-118.08
10100,33.93,-117.96
9417,37.85,-122.48
3518,34.25,-118.48
15014,32.76,-117.04
17399,34.94,-120.47
450,37.88,-122.27
16881,37.59,-122.4
2039,36.75,-119.69
16534,37.78,-121.2
17826,37.38,-121.89
11442,33.72,-117.98
1069,39.74,-121.86
4479,34.07,-118.16
12097,33.89,-117.28
2715,32.81,-115.58
7054,33.92,-118.02
798,37.64,-122.08
9465,39.46,-123.8
18055,37.25,-121.99
17293,34.45,-119.61
14657,32.78,-117.15
18139,37.34,-122.01
14475,32.86,-117.21
7461,33.93,-118.18
2747,32.78,-115.57
3552,34.23,-118.61
6810,34.1,-118.1
20567,38.66,-121.79
15833,37.75,-122.44
9351,37.97,-122.55
19355,38.66,-122.7
895,37.54,-121.96
2209,36.81,-119.85
17199,34.48,-119.78
8371,33.98,-118.34
16599,35.76,-120.7
9841,36.6,-121.9
2760,32.67,-115.52
8108,33.8,-118.19
16919,37.57,-122.34
15568,33.09,-117.04
16661,35.29,-120.68
1484,37.95,-122.05
12359,33.78,-116.53
460,37.87,-122.26
6290,34.05,-117.92
5304,34.07,-118.46
1645,37.82,-121.89
13499,34.14,-117.33
14803,32.63,-117.13
12346,33.82,-116.52
12640,38.53,-121.45
4816,34.05,-118.29
15034,32.78,-116.99
8028,33.84,-118.12
921,37.53,-121.93
5441,34.0,-118.44
19508,37.62,-121.05
4696,34.07,-118.37
19441,37.68,-121.01
20370,34.18,-118.9
16598,35.76,-120.93
7551,33.92,-118.21
17905,37.35,-121.97
15644,37.79,-122.42
111,37.82,-122.25
6234,34.06,-117.95
8965,34.0,-118.39
13519,34.2,-117.35
6161,34.08,-117.94
12834,38.69,-121.44
10988,33.74,-117.8
2099,36.76,-119.77
3194,36.32,-119.7
15557,33.12,-117.07
9058,34.69,-118.14
16112,37.74,-122.5
2104,36.75,-119.77
11972,34.01,-117.43
18088,37.33,-122.07
2059,36.63,-119.68
16600,35.65,-120.69
560,37.76,-122.24
4532,34.04,-118.21
16710,35.04,-120.47
8881,34.03,-118.49
13978,34.08,-116.88
16912,37.56,-122.34
17058,37.48,-122.24
12674,38.49,-121.38
8337,33.94,-118.31
836,37.6,-122.04
8823,34.09,-118.36
8038,33.84,-118.15
4631,34.06,-118.3
10061,39.3,-120.89
20545,38.55,-121.75
14992,32.72,-117.03
2077,36.76,-119.81
20317,34.17,-119.15
12718,38.6,-121.38
6963,33.99,-118.06
4041,34.16,-118.5
12748,38.63,-121.37
14819,32.67,-117.11
18756,40.68,-122.36
16595,37.67,-121.32
9880,36.64,-121.79
14434,32.8,-117.23
12815,38.61,-121.5
4761,34.04,-118.35
8321,33.95,-118.29
6720,34.12,-118.13
17232,34.43,-119.69
11660,33.81,-118.01
3121,35.65,-117.74
8338,33.93,-118.31
